,Close
897,23.31
898,23.14
899,23.21
900,22.97
901,23.0
902,22.88
903,22.84
904,22.84
905,22.65
906,22.75
907,22.56
908,22.45
909,22.48
910,22.4
911,22.49
912,22.42
913,22.36
914,22.21
915,22.34
916,22.32
917,22.7
918,22.39
919,22.47
920,22.47
921,22.37
922,22.52
923,22.65
924,22.41
925,22.37
926,22.41
927,22.245
928,22.14
929,21.97
930,22.18
931,22.305
932,22.5
933,22.48
934,22.64
935,22.61
936,22.79
937,22.92
938,22.9
939,22.74
940,22.67
941,22.735
942,23.04
943,23.07
944,23.21
945,23.35
946,23.5
947,23.3
948,23.16
949,22.88
950,22.99
951,23.09
952,23.1
953,23.12
954,23.12
955,22.87
956,22.91
957,23.15
958,23.09
959,23.19
960,23.24
961,23.29
962,23.27
963,23.2
964,23.15
965,23.16
966,23.0
967,22.92
968,22.71
969,22.8225
970,22.88
971,23.11
972,23.2875
973,23.3625
974,23.2825
975,23.265
976,23.0375
977,22.8
978,22.77
979,22.7475
980,22.61
981,22.68
982,22.49
983,22.44
984,22.425
985,22.385
986,22.35
987,22.49
988,22.36
989,22.14
990,22.1775
991,22.355
992,22.4325
993,22.4325
994,22.405
995,22.31
996,22.49
997,22.5475
998,22.58
999,22.6
1000,22.47
1001,22.41
1002,22.3025
1003,22.3575
1004,22.23
1005,22.15
1006,22.185
1007,22.09
1008,22.12
1009,22.0
1010,21.97
1011,21.935
1012,21.96
1013,22.0575
1014,22.02
1015,22.19
1016,22.03
1017,21.92
1018,21.94
1019,22.01
1020,21.82
1021,21.72
1022,21.65
1023,21.655
1024,21.78
1025,21.73
1026,21.875
1027,21.86
1028,21.85
1029,21.83
1030,21.79
1031,21.77
1032,21.77
1033,21.78
1034,21.66
1035,21.67
1036,21.5
1037,21.53
1038,21.48
1039,21.5
1040,21.42
1041,21.46
1042,21.66
1043,21.53
1044,21.32
1045,21.235
1046,21.21
1047,21.16
1048,21.02
1049,20.96
1050,20.95
1051,20.97
1052,20.965
1053,20.96
1054,21.27
1055,21.43
1056,21.4
1057,21.38
1058,21.58
1059,21.54
1060,21.69
1061,21.62
1062,21.6
1063,21.59
1064,21.5
1065,21.65
1066,21.79
1067,21.73
1068,21.71
1069,21.62
1070,21.44
1071,21.339
1072,21.39
1073,21.25
1074,21.09
1075,21.15
1076,21.03
1077,21.13
1078,21.2
1079,21.4
1080,21.29
1081,21.26
1082,21.602
1083,21.59
1084,21.45
1085,21.45
1086,21.31
1087,21.39
1088,21.5
1089,21.63
1090,21.53
1091,21.45
1092,21.32
1093,21.22
1094,21.2
1095,21.28
1096,21.41
1097,21.37
1098,21.42
1099,21.71
1100,21.7
1101,21.47
1102,21.47
1103,21.43
1104,21.48
1105,21.43
1106,21.33
1107,21.13
1108,21.13
1109,21.11
1110,20.93
1111,21.09
1112,21.13
1113,21.03
1114,21.14
1115,21.17
1116,21.07
1117,21.4
1118,21.22
1119,21.25
1120,21.07
1121,21.25
1122,21.22
1123,21.22
1124,21.0
1125,21.01
1126,20.96
1127,21.08
1128,21.03
1129,21.07
1130,20.98
1131,21.02
1132,21.08
1133,20.96
1134,20.93
1135,21.005
1136,21.07
1137,21.16
1138,21.22
1139,21.55
1140,21.43
1141,21.65
1142,21.91
1143,21.92
1144,21.85
1145,21.79
1146,21.66
1147,21.74
1148,21.86
1149,21.86
1150,22.03
1151,22.26
1152,22.2
1153,22.18
1154,22.05
1155,22.13
1156,22.08
1157,22.305
1158,22.51
1159,22.42
1160,22.35
1161,22.21
1162,22.27
1163,21.92
1164,21.9
1165,21.76
1166,21.75
1167,21.65
1168,21.79
1169,21.76
1170,21.78
1171,21.74
1172,21.54
1173,21.49
1174,21.51
1175,21.505
1176,21.15
1177,21.16
1178,21.57
1179,21.8
1180,21.75
1181,21.65
1182,21.71
1183,21.69
1184,21.59
1185,21.97
1186,21.91
1187,21.69
1188,21.84
1189,21.97
1190,22.04
1191,22.07
1192,22.01
1193,22.05
1194,22.04
1195,22.29
1196,22.42
1197,22.33
1198,22.25
1199,22.06
1200,22.05
1201,22.12
1202,22.12
1203,22.1
1204,22.07
1205,22.19
1206,22.12
1207,22.35
1208,22.57
1209,22.62
1210,22.56
1211,22.49
1212,22.57
1213,22.38
1214,22.38
1215,22.38
1216,22.385
1217,22.34
1218,22.55
1219,22.51
1220,22.47
1221,22.275
1222,22.4
1223,22.64
1224,22.72
1225,22.64
1226,22.62
1227,22.72
1228,22.57
1229,22.75
1230,22.67
1231,22.47
1232,22.35
1233,22.37
1234,22.24
1235,22.27
1236,22.17
1237,22.15
1238,21.99
1239,22.07
1240,22.12
1241,22.02
1242,22.03
1243,22.03
1244,22.04
1245,21.89
1246,21.91
1247,21.92
1248,22.06
1249,22.03
1250,22.14
1251,22.21
1252,22.13
1253,22.13
1254,22.04
1255,22.07
1256,21.9
1257,21.81
1258,21.88
1259,21.78
1260,21.96
1261,21.96
1262,22.11
1263,22.09
1264,22.23
1265,22.2
1266,22.05
1267,22.26
1268,22.23
1269,22.3
1270,22.42
1271,22.33
1272,22.18
1273,22.06
1274,22.1
1275,22.11
1276,22.135
1277,22.02
1278,21.8843
1279,21.96
1280,21.95
1281,21.94
1282,21.91
1283,21.855
1284,22.02
1285,22.13
1286,22.2
1287,22.125
1288,22.16
1289,22.13
1290,21.98
1291,22.16
1292,22.07
1293,22.06
1294,22.06
1295,22.05
1296,21.93
1297,22.0
1298,21.94
1299,21.89
1300,21.86
1301,21.82
1302,21.81
1303,21.83
1304,21.9
1305,21.92
1306,22.01
1307,22.04
1308,22.09
1309,22.18
1310,22.2
1311,22.24
1312,22.335
1313,22.52
1314,22.57
1315,22.55
1316,22.46
1317,22.39
1318,22.62
1319,22.7
1320,22.79
1321,22.82
1322,22.8
1323,22.98
1324,22.99
1325,22.92
1326,22.82
1327,22.9
1328,22.71
1329,22.74
1330,22.81
1331,22.84
1332,22.76
1333,22.69
1334,22.6
1335,22.5
1336,22.6
1337,22.43
1338,22.46
1339,22.7
1340,22.65
1341,22.72
1342,22.68
1343,22.75
1344,22.78
1345,22.47
1346,22.52
1347,22.5
1348,22.8
1349,22.95
1350,22.88
1351,22.96
1352,22.98
1353,23.03
1354,22.93
1355,22.86
1356,22.84
1357,22.82
1358,22.81
1359,22.98
1360,23.01
1361,23.1
1362,22.98
1363,22.75
1364,22.74
1365,22.77
1366,22.71
1367,22.87
1368,22.91
1369,22.63
1370,22.6
1371,22.6
1372,22.64
1373,22.72
1374,22.68
1375,22.65
1376,22.66
1377,22.72
1378,22.64
1379,22.68
1380,22.65
1381,22.5
1382,22.39
1383,22.35
1384,22.42
1385,22.44
1386,22.35
1387,22.39
1388,22.44
1389,22.3
1390,22.33
1391,22.31
1392,22.25
1393,22.01
1394,22.08
1395,21.91
1396,21.89
1397,21.75
1398,21.64
1399,21.67
1400,21.74
1401,21.67
1402,21.77
1403,21.75
1404,21.8
1405,21.84
1406,21.88
1407,21.815
1408,21.92
1409,21.87
1410,21.85
1411,21.91
1412,21.755
1413,21.76
1414,21.81
1415,21.95
1416,21.9
1417,21.86
1418,21.83
1419,21.84
1420,21.75
1421,21.64
1422,21.73
1423,21.81
1424,21.81
1425,21.91
1426,21.91
1427,21.93
1428,21.93
1429,21.89
1430,21.92
1431,22.07
1432,22.12
1433,22.09
1434,22.13
1435,22.13
1436,22.18
1437,22.19
1438,22.21
1439,22.2
1440,22.2
1441,22.24
1442,22.14
1443,22.13
1444,22.14
1445,21.93
1446,21.94
1447,22.01
1448,21.97
1449,21.94
1450,21.92
1451,21.85
1452,21.78
1453,21.83
1454,21.95
1455,21.985
1456,21.96
1457,21.88
1458,21.84
1459,21.86
1460,21.75
1461,21.75
1462,21.68
1463,21.67
1464,21.65
1465,21.76
1466,21.76
1467,21.76
1468,21.76
1469,21.78
1470,21.81
1471,21.81
1472,21.99
1473,21.99
1474,21.92
1475,21.95
1476,22.02
1477,21.8
1478,21.74
1479,21.71
1480,21.77
1481,21.79
1482,21.75
1483,21.85
1484,21.83
1485,21.83
1486,21.83
1487,21.78
1488,21.79
1489,21.73
1490,21.64
1491,21.62
1492,21.6
1493,21.71
1494,21.7
1495,21.77
1496,21.89
1497,21.9
1498,21.92
1499,21.87
1500,21.88
1501,21.94
1502,21.96
1503,21.97
1504,22.13
1505,22.22
1506,22.23
1507,22.32
1508,22.34
1509,22.25
1510,22.37
1511,22.44
1512,22.43
1513,22.4
1514,22.49
1515,22.39
1516,22.56
1517,22.51
1518,22.5
1519,22.59
1520,22.5
1521,22.4
1522,22.54
1523,22.61
1524,22.56
1525,22.5555
1526,22.42
1527,22.58
1528,22.57
1529,22.66
1530,22.6
1531,22.52
1532,22.57
1533,22.52
1534,22.49
1535,22.45
1536,22.51
1537,22.41
1538,22.43
1539,22.37
1540,22.34
1541,22.41
1542,22.23
1543,22.47
1544,22.46
1545,22.5
1546,22.49
1547,22.57
1548,22.56
1549,22.51
1550,22.41
1551,22.31
1552,22.2
1553,22.18
1554,22.33
1555,22.32
1556,22.37
1557,22.37
1558,22.265
1559,22.48
1560,22.6
1561,22.64
1562,22.73
1563,22.79
1564,22.7834
1565,22.92
1566,22.78
1567,22.79
1568,22.89
1569,22.74
1570,22.71
1571,22.87
1572,22.7
1573,22.55
1574,22.61
1575,22.45
1576,22.46
1577,22.42
1578,22.13
1579,22.16
1580,22.17
1581,21.98
1582,21.97
1583,21.9
1584,21.88
1585,21.84
1586,21.86
1587,22.06
1588,22.19
1589,22.34
1590,22.36
1591,22.4
1592,22.52
1593,22.51
1594,22.56
1595,22.51
1596,22.66
1597,22.57
1598,22.9
1599,22.84
1600,22.93
1601,22.78
1602,22.415
1603,22.47
1604,22.49
1605,22.325
1606,22.38
1607,22.42
1608,22.36
1609,22.26
1610,22.19
1611,22.27
1612,22.12
1613,22.1
1614,22.1
1615,22.15
1616,22.095
1617,22.28
1618,22.16
1619,22.13
1620,22.07
1621,21.98
1622,21.91
1623,21.93
1624,21.99
1625,22.1
1626,22.09
1627,21.94
1628,21.98
1629,21.97
1630,21.87
1631,21.98
1632,22.03
1633,21.99
1634,21.99
1635,21.92
1636,22.01
1637,22.16
1638,22.19
1639,22.26
1640,22.185
1641,22.33
1642,22.2
1643,22.09
1644,22.09
1645,22.01
1646,22.01
1647,21.99
1648,21.94
1649,21.9
1650,21.65
1651,21.675
1652,21.691
1653,21.7
1654,21.74
1655,21.67
1656,21.72
1657,21.64
1658,21.63
1659,21.61
1660,21.53
1661,21.51
1662,21.61
1663,21.55
1664,21.56
1665,21.66
1666,21.7
1667,21.66
1668,21.62
1669,21.7
1670,21.69
1671,21.45
1672,21.45
1673,21.47
1674,21.35
1675,21.36
1676,21.33
1677,21.34
1678,21.375
1679,21.44
1680,21.48
1681,21.625
1682,21.75
1683,21.69
1684,21.74
1685,21.67
1686,21.77
1687,21.895
1688,21.84
1689,21.85
1690,21.8
1691,21.8
1692,21.76
1693,21.73
1694,21.72
1695,21.82
1696,21.815
1697,21.73
1698,21.76
1699,21.69
1700,21.72
1701,21.7
1702,21.77
1703,21.7
1704,21.69
1705,21.58
1706,21.58
1707,21.56
1708,21.5
1709,21.485
1710,21.57
1711,21.58
1712,21.54
1713,21.54
1714,21.63
1715,21.68
1716,21.66
1717,21.62
1718,21.64
1719,21.63
1720,21.59
1721,21.49
1722,21.52
1723,21.65
1724,21.74
1725,21.68
1726,21.735
1727,21.78
1728,21.76
1729,21.67
1730,21.62
1731,21.66
1732,21.76
1733,21.74
1734,21.82
1735,21.78
1736,21.81
1737,21.59
1738,21.62
1739,21.62
1740,21.63
1741,21.63
1742,21.77
1743,21.83
1744,21.76
1745,21.78
1746,21.75
1747,21.72
1748,21.65
1749,21.63
1750,21.63
1751,21.65
1752,21.53
1753,21.49
1754,21.45
1755,21.51
1756,21.54
1757,21.52
1758,21.51
1759,21.48
1760,21.56
1761,21.52
1762,21.38
1763,21.46
1764,21.48
1765,21.47
1766,21.35
1767,21.37
1768,21.38
1769,21.38
1770,21.32
1771,21.33
1772,21.28
1773,21.26
1774,21.27
1775,21.43
1776,21.5
1777,21.47
1778,21.41
1779,21.42
1780,21.42
1781,21.48
1782,21.48
1783,21.46
1784,21.46
1785,21.5
1786,21.56
1787,21.54
1788,21.49
1789,21.35
1790,21.27
1791,21.26
1792,21.27
1793,21.33
1794,21.35
1795,21.37
1796,21.37
1797,21.39
1798,21.37
1799,21.37
1800,21.34
1801,21.34
1802,21.32
1803,21.34
1804,21.28
1805,21.27
1806,21.27
1807,21.26
1808,21.16
1809,21.17
1810,21.22
1811,21.35
1812,21.37
1813,21.42
1814,21.41
1815,21.39
1816,21.39
1817,21.39
1818,21.4
1819,21.4
1820,21.44
1821,21.48
1822,21.47
1823,21.53
1824,21.52
1825,21.47
1826,21.55
1827,21.53
1828,21.55
1829,21.46
1830,21.47
1831,21.55
1832,21.59
1833,21.59
1834,21.54
1835,21.54
1836,21.48
1837,21.54
1838,21.47
1839,21.43
1840,21.44
1841,21.4
1842,21.42
1843,21.4
1844,21.41
1845,21.34
1846,21.26
1847,21.27
1848,21.31
1849,21.39
1850,21.4
1851,21.39
1852,21.34
1853,21.37
1854,21.38
1855,21.37
1856,21.44
1857,21.49
1858,21.48
1859,21.48
1860,21.47
1861,21.54
1862,21.55
1863,21.58
1864,21.62
1865,21.62
1866,21.66
1867,21.71
1868,21.74
1869,21.71
1870,21.7
1871,21.75
1872,21.72
1873,21.75
1874,21.7
1875,21.71
1876,21.73
1877,21.75
1878,21.74
1879,21.7
1880,21.74
1881,21.82
1882,21.92
1883,21.89
1884,21.94
1885,22.0
1886,22.02
1887,21.97
1888,21.97
1889,22.02
1890,22.09
1891,22.07
1892,22.3
1893,22.3
1894,22.43
1895,22.39
1896,22.43
1897,22.45
1898,22.43
1899,22.43
1900,22.39
1901,22.53
1902,22.43
1903,22.55
1904,22.53
1905,22.53
1906,22.63
1907,22.67
1908,22.8
1909,22.78
1910,22.87
1911,22.85
1912,22.78
1913,23.08
1914,22.82
1915,22.78
1916,22.68
1917,22.75
1918,22.86
1919,22.73
1920,22.83
1921,22.59
1922,22.59
1923,22.66
1924,22.58
1925,22.7
1926,22.8
1927,22.82
1928,22.78
1929,22.72
1930,22.68
1931,22.85
1932,22.91
1933,23.09
1934,23.2
1935,23.14
1936,23.25
1937,23.41
1938,23.27
1939,23.34
1940,23.25
1941,23.33
1942,23.31
1943,23.25
1944,23.37
1945,23.26
1946,23.3
1947,23.27
1948,23.46
1949,23.4
1950,23.35
1951,23.28
1952,23.47
1953,23.36
1954,23.545
1955,23.62
1956,23.53
1957,23.71
1958,23.66
1959,23.55
1960,23.42
1961,23.51
1962,23.43
1963,23.48
1964,23.31
1965,23.6
1966,23.67
1967,23.77
1968,23.79
1969,23.91
1970,23.88
1971,23.89
1972,23.95
1973,23.89
1974,23.97
1975,24.2
1976,24.25
1977,24.3
1978,24.39
1979,24.49
1980,24.38
1981,24.38
1982,24.45
1983,24.4
1984,24.48
1985,24.59
1986,24.69
1987,24.62
1988,24.99
1989,25.21
1990,25.17
1991,24.93
1992,25.08
1993,25.1
1994,25.13
1995,25.08
1996,24.79
1997,24.94
1998,24.76
1999,25.06
2000,25.04
2001,25.07
2002,25.16
2003,24.92
2004,24.91
2005,24.88
2006,24.89
2007,24.98
2008,24.96
2009,25.03
2010,24.98
2011,24.93
2012,25.19
2013,25.2
2014,25.25
2015,25.24
2016,25.37
2017,25.49
2018,25.8
2019,25.8
2020,26.07
2021,26.36
2022,26.22
2023,26.49
2024,26.29
2025,26.3
2026,25.78
2027,26.17
2028,25.82
2029,25.54
2030,25.62
2031,25.55
2032,25.64
2033,25.66
2034,25.86
2035,25.9
2036,25.91
2037,25.71
2038,25.51
2039,25.8
2040,25.84
2041,26.11
2042,26.17
2043,26.21
2044,26.01
2045,25.89
2046,25.69
2047,25.63
2048,25.78
2049,25.81
2050,25.81
2051,25.62
2052,25.52
2053,25.44
2054,25.28
2055,25.06
2056,24.91
2057,25.03
2058,25.1
2059,25.03
2060,24.75
2061,24.88
2062,24.91
2063,24.99
2064,24.85
2065,24.63
2066,24.55
2067,24.51
2068,24.75
2069,25.04
2070,25.09
2071,25.05
2072,25.28
2073,25.56
2074,25.57
2075,25.5
2076,25.46
2077,25.61
2078,25.22
2079,25.05
2080,25.08
2081,25.3
2082,25.01
2083,24.98
2084,24.84
2085,24.91
2086,24.89
2087,24.87
2088,24.92
2089,24.7
2090,24.62
2091,24.68
2092,24.73
2093,25.02
2094,24.97
2095,24.93
2096,25.0
2097,24.86
2098,25.03
2099,25.23
2100,25.17
2101,25.22
2102,25.3
2103,25.2
2104,25.28
2105,25.1
2106,25.35
2107,25.31
2108,25.42
2109,25.56
2110,25.62
2111,25.63
2112,25.45
2113,25.51
2114,25.41
2115,25.45
2116,25.25
2117,25.27
2118,25.41
2119,25.51
2120,25.43
2121,25.49
2122,25.62
2123,25.61
2124,25.56
2125,25.52
2126,25.4
2127,25.4
2128,25.13
2129,25.17
2130,25.24
2131,25.28
2132,25.34
