,Close
1243,101.85
1244,100.73
1245,102.688
1246,102.53
1247,103.95
1248,106.46
1249,107.1
1250,106.98
1251,107.43
1252,108.19
1253,108.39
1254,109.6
1255,108.21
1256,109.74
1257,111.63
1258,111.97
1259,112.25
1260,112.3
1261,112.94
1262,114.29
1263,114.73
1264,116.62
1265,115.06
1266,115.64
1267,117.38
1268,119.18
1269,118.7
1270,113.753
1271,113.11
1272,110.95
1273,110.84
1274,110.82
1275,109.32
1276,110.24
1277,110.21
1278,111.59
1279,107.34
1280,108.95
1281,106.95
1282,106.17
1283,106.55
1284,108.36
1285,108.55
1286,107.47
1287,106.93
1288,107.31
1289,109.8
1290,109.7
1291,111.51
1292,110.82
1293,111.37
1294,112.85
1295,110.49
1296,111.54
1297,112.03
1298,110.86
1299,111.52
1300,108.94
1301,107.37
1302,107.17
1303,107.48
1304,107.56
1305,106.528
1306,106.48
1307,105.96
1308,108.35
1309,109.13
1310,108.7
1311,104.37
1312,104.68
1313,104.04
1314,105.41
1315,105.12
1316,107.13
1317,107.04
1318,109.62
1319,109.25
1320,109.98
1321,109.47
1322,109.07
1323,107.89
1324,107.36
1325,108.31
1326,109.43
1327,109.43
1328,111.02
1329,111.63
1330,110.83
1331,110.81
1332,109.88
1333,109.718
1334,108.47
1335,108.6
1336,107.95
1337,108.36
1338,110.4
1339,109.59
1340,110.34
1341,108.28
1342,107.75
1343,108.32
1344,106.3
1345,106.78
1346,108.59
1347,108.75
1348,107.97
1349,108.95
1350,110.26
1351,110.89
1352,111.03
1353,112.49
1354,112.65
1355,113.64
1356,113.01
1357,112.69
1358,113.03
1359,113.65
1360,111.24
1361,111.15
1362,111.46
1363,112.31
1364,111.84
1365,113.19
1366,112.75
1367,114.63
1368,114.31
1369,114.28
1370,115.36
1371,115.73
1372,114.87
1373,115.09
1374,118.486
1375,118.27
1376,117.57
1377,120.656
1378,121.4
1379,120.56
1380,120.37
1381,119.36
1382,119.49
1383,116.63
1384,115.84
1385,115.22
1386,116.84
1387,117.36
1388,118.47
1389,118.69
1390,118.881
1391,119.91
1392,119.78
1393,117.96
1394,119.19
1395,121.49
1396,121.0025
1397,120.56
1398,118.975
1399,120.01
1400,119.6
1401,120.99
1402,120.33
1403,121.9
1404,122.83
1405,120.39
1406,121.45
1407,120.95
1408,121.3
1409,122.76
1410,121.09
1411,121.27
1412,121.68
1413,117.04
1414,118.49
1415,116.51
1416,117.73
1417,117.21
1418,118.36
1419,117.34
1420,118.36
1421,118.3
1422,118.23
1423,116.67
1424,115.73
1425,116.65
1426,115.85
1427,116.863
1428,116.09
1429,115.52
1430,113.51
1431,113.78
1432,114.288
1433,115.49
1434,115.54
1435,115.99
1436,116.72
1437,116.98
1438,117.84
1439,117.4
1440,117.73
1441,117.34
1442,118.77
1443,118.74
1444,119.73
1445,119.75
1446,120.22
1447,120.39
1448,119.97
1449,119.78
1450,120.36
1451,121.36
1452,120.96
1453,121.01
1454,120.91
1455,122.08
1456,121.69
1457,122.29
1458,121.86
1459,122.7
1460,122.71
1461,121.56
1462,121.73
1463,121.62
1464,124.024
1465,123.94
1466,124.63
1467,124.5425
1468,124.87
1469,126.01
1470,126.2
1471,126.3
1472,126.69
1473,126.72
1474,127.85
1475,127.95
1476,127.91
1477,128.91
1478,128.46
1479,130.99
1480,131.81
1481,130.37
1482,131.66
1483,132.292
1484,131.96
1485,134.07
1486,134.75
1487,133.68
1488,134.28
1489,130.11
1490,131.32
1491,129.47
1492,129.73
1493,130.85
1494,130.88
1495,129.52
1496,131.24
1497,132.62
1498,131.92
1499,132.49
1500,131.57
1501,136.03
1502,136.38
1503,137.78
1504,135.59
1505,137.24
1506,137.66
1507,133.69
1508,132.42
1509,130.968
1510,130.38
1511,132.088
1512,132.2
1513,133.48
1514,134.41
1515,134.18
1516,133.11
1517,133.508
1518,135.42
1519,135.38
1520,135.2
1521,138.07
1522,139.11
1523,136.5
1524,134.79
1525,135.37
1526,135.408
1527,136.05
1528,136.18
1529,134.7
1530,133.81
1531,134.2
1532,135.11
1533,135.32
1534,135.05
1535,134.66
1536,135.02
1537,137.22
1538,137.71
1539,137.03
1540,138.72
1541,138.0
1542,134.75
1543,134.37
1544,133.83
1545,133.58
1546,134.12
1547,134.91
1548,135.46
1549,134.05
1550,132.69
1551,133.43
1552,133.72
1553,131.2
1554,131.03
1555,130.36
1556,130.1
1557,131.16
1558,127.925
1559,130.28
1560,129.87
1561,130.8
1562,130.45
1563,132.2
1564,131.66
1565,131.68
1566,133.14
1567,133.07
1568,132.85
1569,132.3225
1570,132.95
1571,133.97
1572,134.1
1573,135.04
1574,135.41
1575,136.29
1576,137.51
1577,136.48
1578,137.384
1579,137.661
1580,140.03
1581,139.917
1582,138.09
1583,139.35
1584,139.721
1585,139.36
1586,139.41
1587,137.77
1588,138.22
1589,138.86
1590,136.27
1591,136.24
1592,136.97
1593,138.37
1594,139.14
1595,139.05
1596,140.34
1597,139.22
1598,139.26
1599,138.54
1600,138.21
1601,138.67
1602,139.86
1603,139.2
1604,139.84
1605,142.05
1606,142.38
1607,142.51
1608,143.66
1609,142.64
1610,141.61
1611,141.9
1612,143.81
1613,145.05
1614,145.93
1615,145.93
1616,146.5
1617,146.74
1618,146.87
1619,146.38
1620,149.2
1621,149.82
1622,152.37
1623,150.414
1624,149.88
1625,147.73
1626,143.47
1627,145.3
1628,147.38
1629,147.9
1630,146.54
1631,146.59
1632,145.63
1633,145.37
1634,144.74
1635,145.6
1636,145.65
1637,147.49
1638,147.83
1639,148.59
1640,148.58
1641,148.22
1642,149.7
1643,149.64
1644,149.91
1645,149.5
1646,150.22
1647,150.48
1648,150.42
1649,149.81
1650,150.56
1651,149.24
1652,147.77
1653,148.67
1654,149.12
1655,148.97
1656,149.94
1657,150.03
1658,150.76
1659,150.99
1660,148.339
1661,146.26
1662,145.73
1663,146.24
1664,147.18
1665,146.001
1666,144.93
1667,147.63
1668,148.91
1669,149.15
1670,150.25
1671,151.59
1672,152.77
1673,154.14
1674,154.54
1675,155.2
1676,156.57
1677,154.66
1678,156.02
1679,154.83
1680,156.12
1681,157.34
1682,157.77
1683,157.19
1684,157.32
1685,158.29
1686,157.72
1687,161.52
1688,161.49
1689,160.64
1690,161.75
1691,167.119
1692,168.61
1693,174.58
1694,170.75
1695,169.97
1696,171.8
1697,173.92
1698,174.42
1699,177.72
1700,179.95
1701,184.59
1702,177.67
1703,171.646
1704,172.36
1705,177.47
1706,173.89
1707,179.1
1708,177.72
1709,177.87
1710,183.238
1711,182.9
1712,177.08
1713,181.81
1714,180.7
1715,176.67
1716,178.54
1717,177.21
1718,174.4
1719,176.03
1720,173.31
1721,175.78
1722,173.59
1723,169.05
1724,159.8
1725,157.58
1726,160.63
1727,156.22
1728,157.7
1729,158.06
1730,160.96
1731,157.644
1732,159.46
1733,160.49
1734,159.18
1735,163.266
1736,162.1
1737,163.26
1738,162.3
1739,163.4
1740,162.62
1741,161.84
1742,159.87
1743,157.77
1744,159.52
1745,161.02
1746,165.59
1747,167.4
1748,169.94
1749,169.62
1750,167.34
1751,167.38
1752,169.06
1753,171.72
1754,170.85
1755,174.98
1756,173.53
1757,172.07
1758,171.14
1759,173.96
1760,173.2
1761,173.36
1762,171.51
1763,167.1
1764,167.62
1765,163.5
1766,165.31
1767,164.83
1768,163.4
1769,166.63
1770,166.88
1771,170.13
1772,169.63
1773,169.82
1774,167.32
1775,168.18
1776,169.4
1777,165.976
1778,166.4
1779,161.99
1780,158.45
1781,152.89
1782,152.33
1783,155.23
1784,154.87
1785,156.98
1786,157.16
1787,156.04
1788,156.31
1789,154.91
1790,151.03
1791,150.34
1792,151.99
1793,155.92
1794,156.71
1795,157.78
1796,157.2
1797,156.5
1798,158.64
1799,159.67
1800,160.38
1801,159.26
1802,160.5
1803,161.6
1804,161.22
1805,162.07
1806,163.16
1807,162.01
1808,166.42
1809,167.27
1810,168.97
1811,168.03
1812,169.31
1813,169.56
1814,171.05
1815,167.64
1816,167.18
1817,169.7
1818,168.5
1819,168.02
1820,167.14
1821,167.51
1822,167.12
1823,168.108
1824,168.0
1825,167.35
1826,171.02
1827,172.94
1828,173.02
1829,172.231
1830,171.7
1831,173.49
1832,164.286
1833,166.61
1834,166.34
1835,165.65
1836,162.7
1837,163.63
1838,165.28
1839,166.3799
1840,165.07
1841,162.3
1842,159.57
1843,161.08
1844,161.3
1845,161.59
1846,160.13
1847,160.21
1848,159.57
1849,161.5329
1850,164.4
1851,163.24
1852,161.51
1853,161.28
1854,162.12
1855,162.94
1856,159.89
1857,157.21
1858,158.31
1859,159.37
1860,161.1
1861,161.065
1862,162.7
1863,160.85
1864,160.46
1865,160.27
1866,159.31
1867,159.43
1868,159.54
1869,159.07
1870,159.3
1871,159.62
1872,161.03
1873,161.38
1874,161.88
1875,161.32
1876,160.59
1877,158.97
1878,159.47
1879,159.08
1880,156.0
1881,154.47
1882,154.77
1883,153.56
1884,151.33
1885,149.74
1886,149.46
1887,152.8
1888,154.55
1889,154.65
1890,152.08
1891,151.62
1892,151.41
1893,152.68
1894,151.02
1895,151.91
1896,151.62
1897,157.5
1898,157.32
1899,157.14
1900,157.21
1901,154.5
1902,154.73
1903,155.36
1904,156.4594
1905,157.12
1906,157.75
1907,157.84
1908,157.93
1909,157.16
1910,155.97
1911,152.015
1912,152.64
1913,153.76
1914,152.62
1915,152.83
1916,151.05
1917,155.19
1918,155.09
1919,157.46
1920,155.68
1921,153.71
1922,154.04
1923,152.15
1924,152.99
1925,152.59
1926,154.14
1927,154.21
1928,153.47
1929,153.05
1930,153.38
1931,153.67
1932,153.03
1933,153.52
1934,155.67
1935,156.77
1936,157.54
1937,157.43
1938,156.49
1939,155.14
1940,154.13
1941,155.55
1942,156.3
1943,156.28
1944,156.48
1945,156.99
1946,157.18
1947,155.99
1948,155.13
1949,155.63
1950,156.56
1951,156.72
1952,157.26
1953,158.83
1954,160.54
1955,161.89
1956,161.97
1957,161.36
1958,161.64
1959,160.59
1960,160.52
1961,164.22
1962,164.48
1963,164.31
1964,164.89
1965,168.44
1966,167.29
1967,167.9
1968,167.92
1969,171.31
1970,171.8
1971,170.4
1972,171.72
1973,171.74
1974,171.47
1975,171.96
1976,171.05
1977,170.77
1978,169.81
1979,172.34
1980,171.89
1981,172.295
1982,172.1
1983,172.41
1984,173.61
1985,172.62
1986,172.05
1987,170.99
1988,170.84
1989,171.32
1990,170.06
1991,168.35
1992,169.42
1993,169.54
